firstnum,secondnum,mean,stddev,median,user,system,min,max
39,39,0.004727928730000002,0.0004838470920408341,0.0046717835,0.0018923299999999985,0.00021428399999999994,0.003984698,0.00647217
40,40,0.004796286620999999,0.000521310888316529,0.004682378500000001,0.0019669220000000003,0.00019915999999999998,0.0038951710000000002,0.009526279
41,41,0.004851537445000003,0.0005031270099503612,0.0047179795,0.001965065999999999,0.00025853599999999997,0.0040538860000000005,0.006272452
42,42,0.0049030364900000106,0.0005142358147497384,0.0047957825,0.0020232470000000015,0.000250469,0.0039322,0.006557603
43,43,0.004998159338000008,0.0005268819550969901,0.0049112495,0.0020838530000000014,0.00026747199999999994,0.004008342000000001,0.006814913000000001
44,44,0.005090193089999994,0.0005319580747347814,0.0050041435000000006,0.0021516820000000002,0.000299677,0.0042935230000000005,0.006818546000000001
45,45,0.0052447236029999934,0.0005885637191497301,0.005120941,0.0022880289999999944,0.00026901000000000014,0.00417877,0.007411896
46,46,0.005321734419000001,0.0005513205985655749,0.0052515445,0.0023657569999999983,0.00025676299999999997,0.004420871000000001,0.0075447890000000005
47,47,0.005332566071000004,0.0005403391015893651,0.0052271065,0.0023876280000000023,0.0002863920000000001,0.004282773,0.007450301
48,48,0.005462038207999998,0.000578836607013549,0.005337710000000001,0.002456170999999999,0.00033809100000000016,0.004620332,0.0095326
49,49,0.0055316844759999975,0.0006320397025264564,0.005405809500000001,0.002521538,0.0003409669999999998,0.004627346,0.009217072
50,50,0.005609957215999997,0.0005361855559458946,0.0055529310000000005,0.002591886000000001,0.000355017,0.004757308,0.007819256
51,51,0.005707425103999993,0.0006224672963026262,0.0056064705,0.0025441930000000006,0.00048277199999999996,0.004820365,0.012727605000000001
52,52,0.005737126580999997,0.0005501549891145471,0.005587074500000001,0.002767470000000001,0.00033698699999999996,0.004817401000000001,0.0077265580000000006
53,53,0.0058463523569999894,0.0005535272039017003,0.0057414775,0.0028250270000000004,0.0003625360000000002,0.005020800000000001,0.008274975
54,54,0.006054524761999999,0.0005563021048003601,0.005923301000000001,0.0028535630000000004,0.00044790099999999984,0.0049454780000000005,0.007689503
55,55,0.006215893616000005,0.0005398265466308544,0.006122668,0.0030203659999999974,0.000432856,0.005094466000000001,0.008128236
56,56,0.006402671170000003,0.0007373253857100032,0.0062159170000000005,0.0030965410000000017,0.00048670700000000007,0.0053663930000000006,0.010028866
57,57,0.0064701201660000065,0.0005950342653662058,0.006336978,0.003170858000000002,0.0005285839999999996,0.0053892060000000006,0.010437503
58,58,0.006543656811999991,0.0005699677480442445,0.0063945600000000005,0.0033205230000000014,0.00047213499999999994,0.005619094000000001,0.009679374000000001
59,59,0.0066581765300000005,0.0005458712255020353,0.0065249805,0.003292389000000003,0.0006300179999999999,0.005734439,0.008655744
60,60,0.006799777612000011,0.0006416045055449841,0.006641089,0.003390451999999999,0.00063663,0.005680489,0.013289803000000001
61,61,0.006799806423000012,0.0005403794830473293,0.006679697,0.003491381000000003,0.0005662009999999998,0.005853962000000001,0.008555283
62,62,0.007007397838,0.0006248864937272326,0.006850906,0.003622528999999998,0.0006025149999999998,0.006028238,0.011363737
